"Fergus Electric Cooperative,  MT",,,
Latitude = N 46.908300,,,
Longitude = W 109.808000,,,
Elevation = 4450 ft,,,
Calm threshold = 1 mph,,,
Time stamps indicate the beginning of the time step.,,,
Date/Time,Average Speed,Standard Deviation,Average Direction [°]
4/23/01 14:00,3.7,2.83,23
4/23/01 14:10,8.9,5.29,248
4/23/01 14:20,14.6,3.05,248
4/23/01 14:30,18.9,4.01,270
4/23/01 14:40,14.7,3.9,248
4/23/01 14:50,15.5,2.62,248
4/23/01 15:00,13.3,2.57,293
4/23/01 15:10,15.5,2.78,293
4/23/01 15:20,9.3,1.66,338
4/23/01 15:30,7,2.19,338
4/23/01 15:40,13.7,3.1,293
4/23/01 15:50,12.3,4.06,293
4/23/01 16:00,16.2,4.54,270
4/23/01 16:10,22.8,2.14,293
4/23/01 16:20,21.7,2.78,293
4/23/01 16:30,17.9,2.09,293
4/23/01 16:40,13.5,3.96,293
4/23/01 16:50,16.9,3.53,293
4/23/01 17:00,19.5,1.87,293
4/23/01 17:10,18.1,4.49,293
4/23/01 17:20,18.6,2.99,293
4/23/01 17:30,19.7,2.62,293
4/23/01 17:40,18.5,2.78,270
4/23/01 17:50,20.8,2.14,293
4/23/01 18:00,23.6,3.8,293
4/23/01 18:10,22.9,1.98,293
4/23/01 18:20,24.3,2.46,293
4/23/01 18:30,20.2,2.35,293
4/23/01 18:40,26.3,4.17,248
4/23/01 18:50,29.4,2.3,248
4/23/01 19:00,29,2.51,248
4/23/01 19:10,26.7,2.78,248
4/23/01 19:20,25.1,2.35,248
4/23/01 19:30,20.4,1.71,248
4/23/01 19:40,18.1,1.66,248
4/23/01 19:50,16.8,0.86,248
4/23/01 20:00,19.2,1.39,248
4/23/01 20:10,17.2,1.55,248
4/23/01 20:20,19.2,3.53,248
4/23/01 20:30,22.8,1.82,248
4/23/01 20:40,21,1.82,270
4/23/01 20:50,18.7,1.39,248
4/23/01 21:00,20.6,1.39,248
4/23/01 21:10,19.4,1.23,248
4/23/01 21:20,17.7,1.12,248
4/23/01 21:30,17.4,1.71,248
4/23/01 21:40,19.9,1.23,248
4/23/01 21:50,20.4,1.44,248
4/23/01 22:00,21.2,1.23,248
4/23/01 22:10,20.5,1.34,248
4/23/01 22:20,19.6,1.28,248
4/23/01 22:30,21.4,1.39,270
4/23/01 22:40,23.2,1.6,270
4/23/01 22:50,27.3,1.82,270
4/23/01 23:00,28.2,1.71,270
4/23/01 23:10,29.1,1.92,270
4/23/01 23:20,26.3,1.76,270
4/23/01 23:30,23.5,1.6,270
4/23/01 23:40,20.8,1.6,270
4/23/01 23:50,17.3,1.39,248
4/24/01 0:00,18.7,1.02,248
4/24/01 0:10,19.1,1.07,248
4/24/01 0:20,20.6,1.02,248
4/24/01 0:30,21.7,1.18,248
4/24/01 0:40,22.8,0.86,270
4/24/01 0:50,22.2,1.07,270
4/24/01 1:00,22.1,1.28,270
4/24/01 1:10,23.3,1.18,270
4/24/01 1:20,24.3,1.44,270
4/24/01 1:30,24.3,1.39,270
4/24/01 1:40,24.6,1.55,270
4/24/01 1:50,22.9,1.6,270
4/24/01 2:00,20.3,1.66,270
4/24/01 2:10,17.6,1.23,248
4/24/01 2:20,20.3,2.35,248
4/24/01 2:30,27.1,1.6,270
4/24/01 2:40,28.7,1.34,270
4/24/01 2:50,26.5,1.92,270
4/24/01 3:00,24.2,1.55,270
4/24/01 3:10,21.1,1.55,270
4/24/01 3:20,19.8,1.82,248
4/24/01 3:30,18.7,1.55,248
4/24/01 3:40,16.5,1.5,248
4/24/01 3:50,15.1,2.83,248
4/24/01 4:00,9,1.23,225
4/24/01 4:10,11.6,2.3,248
4/24/01 4:20,17.7,2.14,248
4/24/01 4:30,19.7,1.76,248
4/24/01 4:40,17.6,1.5,248
4/24/01 4:50,17.1,1.18,248
4/24/01 5:00,16.2,1.02,248
4/24/01 5:10,16.1,1.12,248
4/24/01 5:20,17.1,1.23,248
4/24/01 5:30,19.4,1.76,248
4/24/01 5:40,21.7,1.23,248
4/24/01 5:50,24.1,1.5,248
4/24/01 6:00,22.2,1.71,248
4/24/01 6:10,19.4,1.82,248
4/24/01 6:20,18.4,1.55,248
4/24/01 6:30,16.5,1.71,248
4/24/01 6:40,19.1,1.98,248
4/24/01 6:50,22.2,1.39,248
4/24/01 7:00,23.3,1.66,248
4/24/01 7:10,24.7,1.66,248
4/24/01 7:20,24.8,1.76,248
4/24/01 7:30,23.9,1.5,270
4/24/01 7:40,23.5,1.87,270
4/24/01 7:50,22.8,1.71,270
4/24/01 8:00,19.2,1.98,270
4/24/01 8:10,16.8,2.09,270
4/24/01 8:20,16.9,2.09,270
4/24/01 8:30,18.2,1.76,270
4/24/01 8:40,19,1.98,270
4/24/01 8:50,13.6,2.73,270
4/24/01 9:00,12.4,1.92,270
4/24/01 9:10,15.9,2.09,270
4/24/01 9:20,15.2,2.25,270
4/24/01 9:30,13.6,2.46,270
4/24/01 9:40,11.7,2.94,293
4/24/01 9:50,12.9,1.98,293
4/24/01 10:00,11.7,2.89,293
4/24/01 10:10,9.5,2.35,293
4/24/01 10:20,9.9,2.67,293
4/24/01 10:30,6.9,3.53,315
4/24/01 10:40,11.1,2.78,293
4/24/01 10:50,8.1,1.92,338
4/24/01 11:00,7.8,2.41,315
4/24/01 11:10,8.1,2.14,293
4/24/01 11:20,11.3,2.25,315
4/24/01 11:30,9.4,1.82,315
4/24/01 11:40,9,2.41,315
4/24/01 11:50,6.1,2.19,338
4/24/01 12:00,5.7,3.21,338
4/24/01 12:10,5,2.41,315
4/24/01 12:20,5.8,2.51,45
4/24/01 12:30,5.9,1.55,23
4/24/01 12:40,5.6,2.09,0
4/24/01 12:50,9.5,3.32,0
4/24/01 13:00,10.2,2.46,0
4/24/01 13:10,5.4,2.73,0
4/24/01 13:20,3.2,2.19,45
4/24/01 13:30,4,3.21,0
4/24/01 13:40,4.8,2.14,23
4/24/01 13:50,5.2,2.89,293
4/24/01 14:00,5.6,1.55,248
4/24/01 14:10,4.4,2.46,0
4/24/01 14:20,7.4,4.01,315
4/24/01 14:30,4.3,2.57,338
4/24/01 14:40,6.9,2.19,315
4/24/01 14:50,6.8,2.25,338
4/24/01 15:00,9.8,1.98,315
4/24/01 15:10,8.7,1.71,315
4/24/01 15:20,10,2.41,315
4/24/01 15:30,6.2,3.42,338
4/24/01 15:40,5.5,1.98,315
4/24/01 15:50,4.7,3.26,293
4/24/01 16:00,5.1,2.25,23
4/24/01 16:10,2.6,1.71,338
4/24/01 16:20,3,2.25,45
4/24/01 16:30,4.2,2.57,68
4/24/01 16:40,10.7,1.92,338
4/24/01 16:50,4.4,2.78,338
4/24/01 17:00,2.8,1.71,293
4/24/01 17:10,3.1,3.05,203
4/24/01 17:20,6.6,1.07,203
4/24/01 17:30,5.7,1.92,180
4/24/01 17:40,3.5,1.18,158
4/24/01 17:50,3.9,1.18,113
4/24/01 18:00,6.4,2.41,135
4/24/01 18:10,5.1,2.19,180
4/24/01 18:20,4,2.35,180
4/24/01 18:30,5.1,2.03,135
4/24/01 18:40,0.9,0.37,158
4/24/01 18:50,2.1,1.02,135
4/24/01 19:00,2.9,1.71,158
4/24/01 19:10,4.3,1.02,180
4/24/01 19:20,4.4,0.91,203
4/24/01 19:30,4.8,1.82,248
4/24/01 19:40,14.9,2.94,270
4/24/01 19:50,19.3,0.96,270
4/24/01 20:00,19.6,0.7,248
4/24/01 20:10,20,1.71,248
4/24/01 20:20,22.8,1.28,270
4/24/01 20:30,23.8,1.18,270
4/24/01 20:40,25.1,1.28,248
4/24/01 20:50,21.7,1.12,248
4/24/01 21:00,19.5,1.12,248
4/24/01 21:10,20,1.6,248
4/24/01 21:20,18.4,1.6,248
4/24/01 21:30,20.2,2.3,248
4/24/01 21:40,24.5,0.96,248
4/24/01 21:50,23.8,0.96,248
4/24/01 22:00,22.8,0.91,248
4/24/01 22:10,21.6,1.12,248
4/24/01 22:20,21.6,1.18,248
4/24/01 22:30,22,1.18,248
4/24/01 22:40,21.3,1.82,248
4/24/01 22:50,21.1,1.71,248
4/24/01 23:00,23.3,1.98,248
4/24/01 23:10,23.7,1.12,248
4/24/01 23:20,22.4,1.07,248
4/24/01 23:30,22.7,1.39,248
4/24/01 23:40,22.5,0.75,248
4/24/01 23:50,22.1,1.02,248
4/25/01 0:00,22.3,1.28,248
4/25/01 0:10,20.3,1.12,248
4/25/01 0:20,18.9,1.07,248
4/25/01 0:30,17.4,1.18,225
4/25/01 0:40,17.9,1.23,248
4/25/01 0:50,18.8,1.28,248
4/25/01 1:00,17.1,2.83,248
4/25/01 1:10,18.2,0.64,248
4/25/01 1:20,19.4,1.23,248
4/25/01 1:30,18.4,1.76,225
4/25/01 1:40,16,1.07,225
4/25/01 1:50,14.3,1.44,225
4/25/01 2:00,15.2,1.34,225
4/25/01 2:10,16.1,1.6,225
4/25/01 2:20,15.3,1.44,225
4/25/01 2:30,16.7,1.39,248
4/25/01 2:40,18.7,1.39,248
4/25/01 2:50,20.7,1.18,248
4/25/01 3:00,21.1,1.02,248
4/25/01 3:10,22.3,1.12,248
4/25/01 3:20,23,1.28,248
4/25/01 3:30,23.9,1.12,248
4/25/01 3:40,23.7,1.28,248
4/25/01 3:50,23.4,1.12,248
4/25/01 4:00,24,1.23,248
4/25/01 4:10,24.3,0.91,248
4/25/01 4:20,24.1,0.8,248
4/25/01 4:30,24.3,0.91,248
4/25/01 4:40,23.2,1.02,248
4/25/01 4:50,23.6,1.82,248
4/25/01 5:00,20,1.5,248
4/25/01 5:10,16.6,1.39,248
4/25/01 5:20,19.2,1.66,248
4/25/01 5:30,19.4,1.44,248
4/25/01 5:40,14.5,1.87,248
4/25/01 5:50,15.4,3.1,248
4/25/01 6:00,13.9,3.74,248
4/25/01 6:10,24.8,2.46,248
4/25/01 6:20,28.1,2.09,248
4/25/01 6:30,26.7,1.98,248
4/25/01 6:40,27.7,2.19,248
4/25/01 6:50,28.5,2.51,248
4/25/01 7:00,28.7,2.51,248
4/25/01 7:10,29.9,2.14,248
4/25/01 7:20,30.8,2.19,248
4/25/01 7:30,30.2,2.25,248
4/25/01 7:40,28.5,2.25,248
4/25/01 7:50,29.2,2.46,248
4/25/01 8:00,29.2,2.14,248
4/25/01 8:10,29.9,3.1,248
4/25/01 8:20,25.8,2.94,248
4/25/01 8:30,24.7,2.19,248
4/25/01 8:40,25.3,2.99,270
4/25/01 8:50,25.5,3.05,270
4/25/01 9:00,24.9,2.83,270
4/25/01 9:10,24.5,2.62,270
4/25/01 9:20,23.6,3.42,270
4/25/01 9:30,21.2,2.99,270
4/25/01 9:40,20.1,2.51,248
4/25/01 9:50,19.8,2.83,248
4/25/01 10:00,14.1,3.1,270
4/25/01 10:10,13.2,3.48,270
4/25/01 10:20,13.4,3.05,293
4/25/01 10:30,14.1,3.37,270
4/25/01 10:40,14.2,4.12,270
4/25/01 10:50,12.7,3.37,315
4/25/01 11:00,11.5,3.26,338
4/25/01 11:10,11.6,4.6,315
4/25/01 11:20,13,3.69,338
4/25/01 11:30,14.3,4.81,315
4/25/01 11:40,21.3,2.67,338
4/25/01 11:50,21.7,3.32,338
4/25/01 12:00,19.7,3.26,0
4/25/01 12:10,17.7,4.01,338
4/25/01 12:20,12.9,3.74,315
4/25/01 12:30,6.2,3.96,225
4/25/01 12:40,20.3,5.45,338
4/25/01 12:50,20.8,3.15,315
4/25/01 13:00,19.5,2.35,315
4/25/01 13:10,15.2,4.38,315
4/25/01 13:20,20.3,3.32,315
4/25/01 13:30,20.1,3.64,315
4/25/01 13:40,18.7,5.03,315
4/25/01 13:50,21.9,3.26,293
4/25/01 14:00,17.8,2.89,315
4/25/01 14:10,24.4,4.44,315
4/25/01 14:20,25.9,4.44,315
4/25/01 14:30,20.9,4.6,315
4/25/01 14:40,22.6,3.85,293
4/25/01 14:50,11.8,1.87,315
4/25/01 15:00,22.5,4.33,315
4/25/01 15:10,26,3.42,315
4/25/01 15:20,26.6,3.15,338
4/25/01 15:30,23.6,3.15,315
4/25/01 15:40,24,4.28,315
4/25/01 15:50,20.6,3.64,315
4/25/01 16:00,19.5,3.74,315
4/25/01 16:10,25.4,2.73,315
4/25/01 16:20,25.5,2.57,315
4/25/01 16:30,21.3,4.44,315
4/25/01 16:40,24.4,3.26,315
4/25/01 16:50,23.6,3.1,315
4/25/01 17:00,21.5,4.06,315
4/25/01 17:10,20.7,2.99,315
4/25/01 17:20,21.2,3.64,315
4/25/01 17:30,19.5,1.87,315
4/25/01 17:40,16.4,2.99,293
4/25/01 17:50,18.4,2.41,293
4/25/01 18:00,20.2,2.3,315
4/25/01 18:10,21.5,2.57,315
4/25/01 18:20,20.5,2.94,315
4/25/01 18:30,23.7,1.87,315
4/25/01 18:40,19.4,2.03,338
4/25/01 18:50,23.1,1.66,338
4/25/01 19:00,19,1.92,338
4/25/01 19:10,16.6,1.39,315
4/25/01 19:20,16.8,0.96,315
4/25/01 19:30,16.8,1.28,315
4/25/01 19:40,14.2,1.18,315
4/25/01 19:50,13.2,0.86,315
4/25/01 20:00,14.2,0.75,315
4/25/01 20:10,14.2,0.59,315
4/25/01 20:20,13.8,0.75,315
4/25/01 20:30,15.5,1.18,315
4/25/01 20:40,18.8,1.12,315
4/25/01 20:50,18.5,0.86,315
4/25/01 21:00,22,1.34,315
4/25/01 21:10,22.4,1.12,315
4/25/01 21:20,21.5,1.12,315
4/25/01 21:30,21.2,1.02,315
4/25/01 21:40,18.8,0.96,315
4/25/01 21:50,16.8,0.96,315
4/25/01 22:00,16,0.91,315
4/25/01 22:10,10,4.38,338
4/25/01 22:20,4,1.55,90
4/25/01 22:30,1.6,0.96,45
4/25/01 22:40,3.9,0.64,315
4/25/01 22:50,3.5,1.44,248
4/25/01 23:00,1,0.48,225
4/25/01 23:10,2,1.6,203
4/25/01 23:20,1,0.59,180
4/25/01 23:30,2.5,0.53,0
4/25/01 23:40,2.6,0.86,338
4/25/01 23:50,3.8,0.59,338
4/26/01 0:00,4.1,0.86,315
4/26/01 0:10,0.9,0.43,315
4/26/01 0:20,0,0,315
4/26/01 0:30,1.7,0.75,315
4/26/01 0:40,1.6,0.75,315
4/26/01 0:50,0,0,315
4/26/01 1:00,0.8,0.32,315
4/26/01 1:10,1,0.59,248
4/26/01 1:20,2.4,1.23,248
4/26/01 1:30,5,0.75,225
4/26/01 1:40,9.5,2.25,225
4/26/01 1:50,9.9,1.02,225
4/26/01 2:00,8.9,0.91,225
4/26/01 2:10,9.9,0.8,225
4/26/01 2:20,10.3,0.59,225
4/26/01 2:30,10.3,0.64,225
4/26/01 2:40,11.2,0.53,225
4/26/01 2:50,11.4,0.7,225
4/26/01 3:00,11.2,0.86,225
4/26/01 3:10,9.8,1.39,225
4/26/01 3:20,7.3,0.8,203
4/26/01 3:30,8.5,0.8,203
4/26/01 3:40,9.4,0.91,203
4/26/01 3:50,9.3,0.8,203
4/26/01 4:00,10.1,0.75,203
4/26/01 4:10,9.4,0.91,203
4/26/01 4:20,9.9,0.75,203
4/26/01 4:30,11.5,1.07,203
4/26/01 4:40,11.2,0.91,203
4/26/01 4:50,9.8,0.8,203
4/26/01 5:00,10,0.96,203
4/26/01 5:10,11.6,1.98,203
4/26/01 5:20,12.3,1.87,203
4/26/01 5:30,11.8,1.55,203
4/26/01 5:40,12.2,1.76,203
4/26/01 5:50,11,1.5,203
4/26/01 6:00,9.7,1.34,203
4/26/01 6:10,8.4,1.07,203
4/26/01 6:20,8.7,1.18,203
4/26/01 6:30,9.3,0.96,203
4/26/01 6:40,8.5,1.02,203
4/26/01 6:50,8.9,1.34,203
4/26/01 7:00,8.6,1.07,203
4/26/01 7:10,9.1,1.12,203
4/26/01 7:20,9.9,1.28,203
4/26/01 7:30,8.7,1.23,203
4/26/01 7:40,15.6,3.05,180
4/26/01 7:50,18.9,1.98,180
4/26/01 8:00,18.6,2.3,180
4/26/01 8:10,20.2,1.98,180
4/26/01 8:20,20.3,2.3,158
4/26/01 8:30,23.7,2.14,158
4/26/01 8:40,26.6,1.6,158
4/26/01 8:50,28.7,2.03,158
4/26/01 9:00,28.6,1.76,180
4/26/01 9:10,26.5,1.6,180
4/26/01 9:20,25.2,2.03,180
4/26/01 9:30,25.7,2.25,180
4/26/01 9:40,30.7,2.41,180
4/26/01 9:50,32,2.78,180
4/26/01 10:00,32.6,2.78,180
4/26/01 10:10,35.5,2.62,180
4/26/01 10:20,35.8,2.35,180
4/26/01 10:30,33.6,2.46,158
4/26/01 10:40,33.2,2.73,180
4/26/01 10:50,32.6,2.83,180
4/26/01 11:00,33.2,3.05,158
4/26/01 11:10,32.5,2.62,180
4/26/01 11:20,31.5,3.32,180
4/26/01 11:30,30.5,3.53,180
4/26/01 11:40,33.6,2.99,180
4/26/01 11:50,29.4,2.94,158
4/26/01 12:00,30.5,2.57,180
4/26/01 12:10,31.2,3.37,158
4/26/01 12:20,26.4,2.94,158
4/26/01 12:30,25.7,2.83,158
4/26/01 12:40,25.8,3.53,158
4/26/01 12:50,27,3.8,158
4/26/01 13:00,26.7,3.26,158
4/26/01 13:10,25,2.94,158
4/26/01 13:20,25.1,5.13,158
4/26/01 13:30,25.2,3.58,158
4/26/01 13:40,24.5,4.44,180
4/26/01 13:50,21.6,5.77,180
4/26/01 14:00,23.6,3.53,158
4/26/01 14:10,15.5,4.49,225
4/26/01 14:20,19.5,7.16,180
4/26/01 14:30,17.2,5.83,293
4/26/01 14:40,10.5,3.64,270
4/26/01 14:50,6.1,1.87,270
4/26/01 15:00,6.2,2.83,180
4/26/01 15:10,4.5,2.94,158
4/26/01 15:20,3.3,2.03,248
4/26/01 15:30,5.2,2.41,315
4/26/01 15:40,6.1,4.28,338
4/26/01 15:50,8.7,2.03,338
4/26/01 16:00,13.1,2.35,293
4/26/01 16:10,9.2,3.26,293
4/26/01 16:20,5.2,3.1,315
4/26/01 16:30,9,4.33,315
4/26/01 16:40,4.5,2.3,315
4/26/01 16:50,7.2,2.83,315
4/26/01 17:00,5.1,1.92,338
4/26/01 17:10,7.3,3.74,315
4/26/01 17:20,9.3,2.99,338
4/26/01 17:30,11,2.19,315
4/26/01 17:40,10.2,0.96,315
4/26/01 17:50,8.3,1.5,293
4/26/01 18:00,10.3,2.94,315
4/26/01 18:10,8.9,2.19,338
4/26/01 18:20,9.3,1.55,338
4/26/01 18:30,8.7,1.12,338
4/26/01 18:40,13.7,3.05,338
4/26/01 18:50,18.9,1.55,338
4/26/01 19:00,19,1.18,0
4/26/01 19:10,16.6,0.96,0
4/26/01 19:20,16,0.8,0
4/26/01 19:30,15.1,0.59,0
4/26/01 19:40,15.3,0.7,0
4/26/01 19:50,15.6,0.8,23
4/26/01 20:00,14.5,0.86,23
4/26/01 20:10,13.8,1.66,23
4/26/01 20:20,11.4,1.39,23
4/26/01 20:30,10.3,1.39,23
4/26/01 20:40,9.4,1.39,23
4/26/01 20:50,10.2,1.82,45
4/26/01 21:00,12.3,2.19,68
4/26/01 21:10,12.9,1.5,68
4/26/01 21:20,13.6,1.02,68
4/26/01 21:30,11.8,1.12,68
4/26/01 21:40,9.8,0.59,68
4/26/01 21:50,7,2.62,45
4/26/01 22:00,6.9,1.44,68
4/26/01 22:10,9.2,0.8,90
4/26/01 22:20,8.3,1.66,135
4/26/01 22:30,7.3,3.1,158
4/26/01 22:40,4,2.09,180
4/26/01 22:50,4.1,2.25,158
4/26/01 23:00,3.1,2.35,338
4/26/01 23:10,6.5,1.39,338
4/26/01 23:20,6,1.23,0
4/26/01 23:30,4.8,0.8,0
4/26/01 23:40,3.9,0.86,0
4/26/01 23:50,3.3,0.7,0
4/27/01 0:00,2,1.12,203
4/27/01 0:10,3.6,0.96,0
4/27/01 0:20,1.5,0.86,23
4/27/01 0:30,1.3,0.96,45
4/27/01 0:40,3.7,0.96,203
4/27/01 0:50,4.1,0.53,203
4/27/01 1:00,6.2,1.02,225
4/27/01 1:10,7.6,0.91,225
4/27/01 1:20,7.6,1.07,225
4/27/01 1:30,8,0.64,225
4/27/01 1:40,10.6,1.82,203
4/27/01 1:50,10,0.8,203
4/27/01 2:00,10.5,1.07,225
4/27/01 2:10,11.3,0.86,225
4/27/01 2:20,11,0.91,225
4/27/01 2:30,10.2,1.23,270
4/27/01 2:40,12.8,1.76,270
4/27/01 2:50,19,5.29,270
4/27/01 3:00,20.7,1.87,293
4/27/01 3:10,15.8,2.41,270
4/27/01 3:20,9.5,1.28,270
4/27/01 3:30,9.4,1.28,270
4/27/01 3:40,9.1,1.12,270
4/27/01 3:50,7.2,1.12,248
4/27/01 4:00,7,1.39,225
4/27/01 4:10,4.7,1.07,180
4/27/01 4:20,4.5,1.12,180
4/27/01 4:30,6.3,0.59,180
4/27/01 4:40,6.1,0.86,180
4/27/01 4:50,7.2,0.7,180
4/27/01 5:00,7.1,0.96,180
4/27/01 5:10,6.8,0.96,203
4/27/01 5:20,5.5,0.7,203
4/27/01 5:30,5.6,0.8,203
4/27/01 5:40,5.1,0.59,203
4/27/01 5:50,5.1,1.02,203
4/27/01 6:00,2,1.34,180
4/27/01 6:10,4.8,0.91,180
4/27/01 6:20,5.3,0.59,203
4/27/01 6:30,6.2,0.7,203
4/27/01 6:40,6.6,0.8,203
4/27/01 6:50,6,0.7,203
4/27/01 7:00,6.4,0.8,225
4/27/01 7:10,5.9,1.12,225
4/27/01 7:20,5.5,0.48,225
4/27/01 7:30,5.4,0.96,225
4/27/01 7:40,4.5,1.18,248
4/27/01 7:50,2.7,1.44,270
4/27/01 8:00,1.1,0.75,248
4/27/01 8:10,1.8,1.12,293
4/27/01 8:20,4.7,1.28,0
4/27/01 8:30,5,0.75,315
4/27/01 8:40,3.3,0.53,293
4/27/01 8:50,1,0.53,293
4/27/01 9:00,0,0.11,23
4/27/01 9:10,3.8,1.44,135
4/27/01 9:20,4.3,1.44,135
4/27/01 9:30,3.8,1.6,135
4/27/01 9:40,3.1,1.18,135
4/27/01 9:50,1.1,0.75,158
4/27/01 10:00,1.6,1.18,113
4/27/01 10:10,3.7,1.82,45
4/27/01 10:20,5.4,1.07,45
4/27/01 10:30,3.5,2.19,45
4/27/01 10:40,3.6,2.51,0
4/27/01 10:50,4.7,2.19,23
4/27/01 11:00,6.6,1.76,338
4/27/01 11:10,4.1,3.26,23
4/27/01 11:20,6.8,2.89,45
4/27/01 11:30,7.4,1.82,23
4/27/01 11:40,1.9,1.34,23
4/27/01 11:50,5.8,3.15,68
4/27/01 12:00,6,3.26,45
4/27/01 12:10,7.9,2.89,23
4/27/01 12:20,6.7,2.14,338
4/27/01 12:30,5.2,1.92,338
4/27/01 12:40,4.7,1.39,68
4/27/01 12:50,2.8,2.3,68
4/27/01 13:00,3.1,2.41,68
4/27/01 13:10,3.6,2.25,45
4/27/01 13:20,4,2.03,90
4/27/01 13:30,3,2.3,45
4/27/01 13:40,2.4,2.41,45
4/27/01 13:50,6.6,3.1,0
4/27/01 14:00,5.3,2.78,68
4/27/01 14:10,3.2,2.46,23
4/27/01 14:20,5.8,4.06,315
4/27/01 14:30,10.7,2.73,45
4/27/01 14:40,12.8,2.89,68
4/27/01 14:50,16.2,2.19,23
4/27/01 15:00,15.4,2.73,23
4/27/01 15:10,12.9,2.57,23
4/27/01 15:20,10.2,3.05,23
4/27/01 15:30,7.7,2.83,45
4/27/01 15:40,8.2,2.3,45
4/27/01 15:50,10.3,3.74,45
4/27/01 16:00,6.3,1.92,45
4/27/01 16:10,3.9,2.35,113
4/27/01 16:20,20.3,8.02,158
4/27/01 16:30,33,2.19,158
4/27/01 16:40,31.2,2.25,158
4/27/01 16:50,28.7,2.19,158
4/27/01 17:00,23.9,2.35,158
4/27/01 17:10,26.2,2.19,158
4/27/01 17:20,24.8,1.98,158
4/27/01 17:30,23.7,1.92,158
4/27/01 17:40,28.3,1.98,158
4/27/01 17:50,26.3,3.21,180
4/27/01 18:00,28.8,2.14,158
4/27/01 18:10,27.7,2.09,158
4/27/01 18:20,27,2.73,158
4/27/01 18:30,22.6,4.33,180
4/27/01 18:40,17.9,2.99,180
4/27/01 18:50,36,4.22,158
4/27/01 19:00,33.1,2.57,158
4/27/01 19:10,34.1,3.32,158
4/27/01 19:20,32.6,3.74,158
4/27/01 19:30,28.6,2.41,158
4/27/01 19:40,28.6,2.19,158
4/27/01 19:50,24.5,2.89,180
4/27/01 20:00,24.8,4.38,203
4/27/01 20:10,26.1,4.22,203
4/27/01 20:20,24.6,3.85,203
4/27/01 20:30,32.2,2.3,180
4/27/01 20:40,34,2.46,180
4/27/01 20:50,35.7,2.35,180
4/27/01 21:00,33.6,1.92,180
4/27/01 21:10,32.6,1.92,180
4/27/01 21:20,30.7,1.92,180
4/27/01 21:30,27.1,2.62,180
4/27/01 21:40,21.7,1.12,180
4/27/01 21:50,24.7,1.5,180
4/27/01 22:00,23.8,1.6,180
4/27/01 22:10,31.5,3.37,180
4/27/01 22:20,36.6,1.92,180
4/27/01 22:30,37.8,2.89,180
4/27/01 22:40,40.5,3.53,158
4/27/01 22:50,33.9,3.69,158
4/27/01 23:00,21.5,5.03,158
4/27/01 23:10,22.3,2.3,180
4/27/01 23:20,22,1.5,180
4/27/01 23:30,21.4,1.87,180
4/27/01 23:40,19.8,1.44,180
4/27/01 23:50,22.1,1.18,180
4/28/01 0:00,23.3,1.02,180
4/28/01 0:10,21,0.64,180
4/28/01 0:20,19.9,0.86,180
4/28/01 0:30,16.3,1.98,203
4/28/01 0:40,12.1,1.5,203
4/28/01 0:50,15.5,1.92,180
4/28/01 1:00,18.3,0.7,158
4/28/01 1:10,16.7,1.18,180
4/28/01 1:20,13.7,1.28,180
4/28/01 1:30,15.2,1.98,158
4/28/01 1:40,23.1,3.32,158
4/28/01 1:50,31.5,1.18,158
4/28/01 2:00,32.6,1.23,158
4/28/01 2:10,33,1.18,158
4/28/01 2:20,35.2,1.07,180
4/28/01 2:30,33,1.34,180
4/28/01 2:40,30.3,1.6,180
4/28/01 2:50,28.3,1.76,180
4/28/01 3:00,24.9,2.46,180
4/28/01 3:10,29.4,2.09,180
4/28/01 3:20,26.9,2.03,180
4/28/01 3:30,28.6,1.92,180
4/28/01 3:40,25.6,2.35,180
4/28/01 3:50,21.9,1.44,180
4/28/01 4:00,18,1.87,203
4/28/01 4:10,20.1,2.78,203
4/28/01 4:20,17.9,1.82,203
4/28/01 4:30,22.2,2.25,203
4/28/01 4:40,26.6,1.82,180
4/28/01 4:50,27.4,1.12,180
4/28/01 5:00,24.9,3.15,180
4/28/01 5:10,25.2,1.34,180
4/28/01 5:20,23.6,1.92,180
4/28/01 5:30,24.1,1.34,180
4/28/01 5:40,28.2,1.18,158
4/28/01 5:50,30,1.18,180
4/28/01 6:00,27.4,0.91,180
4/28/01 6:10,24.3,1.76,180
4/28/01 6:20,23.1,1.28,180
4/28/01 6:30,25.1,1.28,180
4/28/01 6:40,24.8,0.91,158
4/28/01 6:50,23.5,0.96,158
4/28/01 7:00,21.6,1.07,180
4/28/01 7:10,21,1.39,158
4/28/01 7:20,20.7,1.02,180
4/28/01 7:30,22.7,1.82,158
4/28/01 7:40,22,2.19,180
4/28/01 7:50,20.8,1.76,180
4/28/01 8:00,20.7,1.71,180
4/28/01 8:10,19.4,2.14,180
4/28/01 8:20,19.5,2.09,180
4/28/01 8:30,20.1,2.57,180
4/28/01 8:40,19,2.14,158
4/28/01 8:50,17.6,3.74,180
4/28/01 9:00,13.9,3.58,203
4/28/01 9:10,19,3.48,180
4/28/01 9:20,22.9,3.96,158
4/28/01 9:30,20.1,3.26,158
4/28/01 9:40,18.7,3.1,203
4/28/01 9:50,21,2.14,203
4/28/01 10:00,22.3,2.25,203
4/28/01 10:10,24.3,2.78,203
4/28/01 10:20,22.2,2.73,203
4/28/01 10:30,21.3,2.83,203
4/28/01 10:40,27.1,4.17,180
